nombre_revista,issn_original,url_ojs,institucion,region,issn_buscado,crossref_id,is_in_crossref,error,last_status_check_time,current_dois,backfile_dois,total_dois,affiliations_current,abstracts_current,licenses_current,orcids_current,update_policies_current,ror_ids_current,similarity_checking_current,funders_current,award_numbers_current,references_current,affiliations_backfile,abstracts_backfile,licenses_backfile,orcids_backfile,update_policies_backfile,ror_ids_backfile,similarity_checking_backfile,funders_backfile,award_numbers_backfile,references_backfile,has_preprints,is_preprint_count,has_versions,is_version_count,replacement_relations,same_as_relations,total_version_relations,title,publisher,subject,flags,breakdowns
Latin American Journal of Trade Policy,0719-9368,,,,0719-9368,0719-9368,True,,1763858729152.0,27,66,93,0.0,1.0,1.0,0.03703703703703704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.5454545454545455,0.2727272727272727,0.0,0.0,0.9848484848484848,0.0,0.0,0.0,0,0,0,0,0,0,0,Latin American Journal of Trade Policy,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2020, 25], [2023, 13], [2021, 13], [2019, 12], [2022, 11], [2024, 10], [2018, 5], [2025, 4]]}"
Tiempo y Espacio,0716-9671;0719-0867,,,,0716-9671;0719-0867,0716-9671,True,,1763860511951.0,14,26,40,0.0,1.0,1.0,0.3571428571428571,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6923076923076923,0.5,0.07692307692307691,0.0,0.0,1.0,0.0,0.0,0.5,0,0,0,0,0,0,0,Tiempo y Espacio,Universidad del Bio Bio,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': True, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': True, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2023, 14], [2015, 13], [2022, 8], [2021, 5]]}"
CAPIC REVIEW,0718-4654;0718-4662,,,,0718-4654;0718-4662,0718-4654,True,,1763859094267.0,32,82,114,0.0,0.9375,0.96875,0.59375,0.0,0.0,0.96875,0.0,0.0,0.15625,0.0,0.8780487804878049,0.3902439024390244,0.03658536585365854,0.0,0.0,0.9024390243902439,0.0,0.0,0.0,0,0,0,0,0,0,0,CAPIC REVIEW,Capic Review,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': True, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2015, 16], [2021, 14], [2023, 13], [2016, 11], [2024, 10], [2017, 10], [2025, 9], [2022, 8], [2020, 8], [2018, 8], [2019, 4], [1969, 3]]}"
Revista Chilena de Derecho del Trabajo y de la Seguridad Social,0719-0093;0719-7551,,,,0719-0093;0719-7551,0719-0093,True,,1763858241312.0,25,308,333,0.0,1.0,0.0,0.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1850649350649351,0.05844155844155844,0.02272727272727273,0.0,0.0,0.2435064935064935,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista Chilena de Derecho del Trabajo y de la Seguridad Social,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2016, 224], [2020, 18], [2018, 17], [2022, 15], [2021, 15], [2023, 13], [2024, 12], [2019, 10], [2015, 8], [2017, 1]]}"
Ciencia & Investigación Forestal,0718-4530;0718-4646,,,,0718-4530;0718-4646,0718-4530,True,,1763859826384.0,50,622,672,0.0,1.0,1.0,0.38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9003215434083601,0.05627009646302251,0.0112540192926045,0.0,0.0,0.9003215434083601,0.0,0.0,0.0,0,0,0,0,0,0,0,Ciencia & Investigación Forestal,Instituto Forestal,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2007, 49], [2021, 40], [2008, 39], [2009, 25], [1987, 25], [2024, 24], [2011, 24], [2010, 23], [1996, 23], [2018, 22], [2020, 21], [2017, 21], [2012, 21], [1995, 21], [1993, 21], [1990, 21], [2019, 20], [2015, 20], [2014, 20], [1988, 20], [2016, 19], [2013, 19], [1991, 19], [1989, 19], [2022, 18], [1992, 18], [1994, 16], [2025, 13], [2023, 13], [1997, 10], [1998, 8]]}"
UCMaule,0717-2656;0719-9872,,,,0717-2656;0719-9872,0717-2656,True,,1763858594698.0,38,84,122,0.0,0.8684210526315789,0.0,0.8684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2261904761904762,0.0,0.2976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista UCMaule,Universidad Catolica del Maule,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2018, 26], [2024, 16], [2023, 14], [2022, 14], [2021, 14], [2020, 14], [2019, 14], [2025, 8], [2017, 2]]}"
Cuadernos de Beauchef,2452-493X,,,,2452-493X,,False,Journal not found in Crossref,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,[],[],{}
Filosofía Juridica,Sin ISSN,,,,Sin ISSN,,False,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,[],[],{}
Acta Entomológica Chilena,0716-5072,,,,0716-5072,,False,Journal not found in Crossref,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,[],[],{}
En las Fronteras del Derecho,2735-7236,,,,2735-7236,2735-7236,True,,1763860268106.0,34,15,49,0.0,0.7941176470588235,0.0,0.9117647058823529,0.0,0.0,0.9117647058823529,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.1333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,En las Fronteras del Derecho,Universidad de La Frontera,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2022, 15], [2023, 14], [2024, 13], [2025, 7]]}"
Veritas,0717-4675;0718-9273,,,,0717-4675;0718-9273,0718-9273,True,Journal not found in Crossref,1763944534565.0,44,286,330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Veritas,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),[],"{'deposits-abstracts-current': False, 'deposits-orcids-current': False, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': False, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2020, 30], [2021, 28], [2017, 27], [2019, 24], [2018, 24], [2016, 20], [2015, 20], [2014, 20], [2013, 20], [2022, 19], [2024, 18], [2023, 18], [2012, 18], [2011, 18], [2010, 18], [2025, 8]]}"
Revista F@ro,0718-2023;0718-4018,,,,0718-2023;0718-4018,,False,Journal not found in Crossref,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,[],[],{}
Textos Híbridos,2157-0159,,,,2157-0159,2157-0159,True,,1763859358271.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Textos híbridos Revista de estudios sobre crónica y periodismo narrativo,Universidad Adolfo Ibanez,[],"{'deposits-abstracts-current': False, 'deposits-orcids-current': False, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': False, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': False, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}",{'dois-by-issued-year': []}
Anales del Instituto de la Patagonia -- ISSN 0718-686X,0718-686X,,,,0718-686X,0718-686X,True,,1763943676716.0,26,361,387,0.0,0.8846153846153846,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09972299168975068,0.0,0.09141274238227147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Anales del Instituto de la Patagonia,Universidad de Magallanes,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2012, 40], [2013, 32], [2017, 28], [2016, 28], [2011, 27], [2015, 26], [2010, 25], [2021, 23], [2020, 22], [2018, 21], [2009, 21], [2014, 19], [2022, 18], [2019, 17], [2024, 16], [2008, 14], [2023, 10]]}"
Revista de Derecho Público,0716-0267;0719-5249,,,,0716-0267;0719-5249,0716-0267,True,,1763858193355.0,23,1311,1334,0.0,1.0,0.0,0.9130434782608696,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07170099160945843,0.0,0.01449275362318841,0.0,0.0,0.07932875667429443,0.0,0.0,0.0,0,0,0,0,0,0,0,Revista de Derecho Público,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2016, 611], [2014, 263], [2015, 182], [1965, 36], [2013, 31], [2017, 26], [2012, 26], [1964, 23], [1966, 21], [2018, 20], [2022, 17], [1963, 15], [2023, 12], [2021, 12], [2019, 12], [2024, 11], [1967, 10], [2020, 6]]}"
European Journal of Education and Psychology,1888-8992;1989-2209,,,,1888-8992;1989-2209,1888-8992,True,,1763944691396.0,40,267,307,0.775,0.85,0.775,0.85,0.0,0.0,0.0,0.0,0.0,0.725,0.1086142322097378,0.7827715355805243,0.3782771535580524,0.09363295880149813,0.1123595505617978,0.0,0.6591760299625468,0.0149812734082397,0.00749063670411985,0.1910112359550562,0,0,0,0,0,0,0,European Journal of Education and Psychology,Universidad Autonoma de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': True, 'deposits-update-policies-backfile': True, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': True, 'deposits-funders-current': False, 'deposits-references-backfile': True, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': True, 'deposits-descriptions-current': False, 'deposits-references-current': True, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': True, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2018, 48], [2015, 31], [2010, 28], [2019, 24], [2022, 21], [2009, 21], [2008, 19], [2024, 15], [2023, 15], [2012, 15], [2011, 15], [2021, 12], [2025, 10], [2017, 10], [2016, 10], [2020, 9], [2014, 2], [2013, 2]]}"
Átemus,0719-885X,,,,0719-885X,0719-885X,True,,1763861278741.0,37,118,155,0.0,0.2972972972972973,0.8648648648648649,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3559322033898305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Átemus,Universidad de Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': False, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2017, 32], [2024, 20], [2020, 19], [2021, 18], [2018, 18], [2019, 17], [2022, 14], [2023, 11], [2025, 6]]}"
Cuadernos de Teoría Social,0719-6415;0719-6423,,,,0719-6415;0719-6423,0719-6415,True,,1763860990577.0,38,106,144,0.0,0.9473684210526316,1.0,0.02631578947368421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9528301886792453,0.5283018867924528,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Cuadernos de Teoría Social,Universidad Diego Portales,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2020, 19], [2022, 18], [2019, 17], [2025, 14], [2018, 13], [2017, 13], [2024, 12], [2023, 12], [2016, 12], [2015, 9], [2021, 5]]}"
Estudios de Economía,0304-2758;0718-5286,,,,0304-2758;0718-5286,0718-5286,True,Journal not found in Crossref,1763943675990.0,37,158,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Estudios de economía,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),[],"{'deposits-abstracts-current': False, 'deposits-orcids-current': False, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': False, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2024, 19], [2011, 17], [2023, 12], [2018, 12], [2015, 12], [2013, 11], [2020, 10], [2019, 10], [2017, 10], [2016, 10], [2014, 10], [2010, 10], [2022, 9], [2012, 9], [2009, 9], [2021, 7], [2025, 6], [2008, 6], [2007, 6]]}"
Inferencias: Boletín de Bioestadística,Sin ISSN,,,,Sin ISSN,,False,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,[],[],{}
Benessere. Revista de Enfermería,0719-7764,,,,0719-7764,0719-7764,True,,1763858760035.0,25,64,89,0.0,0.88,0.04,0.92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.078125,0.0,0.0,0.953125,0.0,0.0,0.0,0,0,0,0,0,0,0,Benessere Revista de Enfermería,Universidad de Valparaiso Chile,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2018, 26], [2023, 12], [2021, 12], [2022, 9], [2020, 9], [2024, 8], [2019, 7], [2025, 5], [2017, 1]]}"
Archivos de la Sociedad Chilena de Medicina del Deporte,0719-7322,,,,0719-7322,0719-7322,True,,1763860550135.0,33,117,150,0.0,0.8181818181818182,0.8181818181818182,0.4545454545454545,0.0,0.0,0.8181818181818182,0.0,0.0,0.3939393939393939,0.0,0.8290598290598291,0.8290598290598291,0.008547008547008546,0.0,0.0,0.8290598290598291,0.0,0.0,0.01709401709401709,0,0,0,0,0,0,0,Archivos de la Sociedad Chilena de Medicina del Deporte,Sociedad Chilena de Medicina del Deporte,[],"{'deposits-abstracts-current': True, 'deposits-orcids-current': True, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': True, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': True, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': True, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': True, 'deposits-licenses-backfile': True, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': True, 'deposits-resource-links-backfile': True, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': True, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': True, 'deposits-licenses-current': True}","{'dois-by-issued-year': [[2018, 30], [2016, 20], [2017, 18], [2021, 15], [2023, 14], [2024, 13], [2019, 12], [2022, 11], [2020, 11], [2025, 6]]}"
Revista de Derecho y Ciencias Sociales,0718-302X,,,,0718-302X,,False,Journal not found in Crossref,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,[],[],{}
Nueva Revista del Pacífico,0719-5176,,,,0719-5176,0719-5176,True,,1763858289582.0,67,171,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Nueva revista del Pacífico,SciELO Agencia Nacional de Investigación y Desarrollo (ANID),[],"{'deposits-abstracts-current': False, 'deposits-orcids-current': False, 'deposits': True, 'deposits-affiliations-backfile': False, 'deposits-update-policies-backfile': False, 'deposits-similarity-checking-backfile': False, 'deposits-award-numbers-current': False, 'deposits-resource-links-current': False, 'deposits-ror-ids-current': False, 'deposits-articles': True, 'deposits-affiliations-current': False, 'deposits-funders-current': False, 'deposits-references-backfile': False, 'deposits-ror-ids-backfile': False, 'deposits-abstracts-backfile': False, 'deposits-licenses-backfile': False, 'deposits-award-numbers-backfile': False, 'deposits-descriptions-current': False, 'deposits-references-current': False, 'deposits-resource-links-backfile': False, 'deposits-descriptions-backfile': False, 'deposits-orcids-backfile': False, 'deposits-funders-backfile': False, 'deposits-update-policies-current': False, 'deposits-similarity-checking-current': False, 'deposits-licenses-current': False}","{'dois-by-issued-year': [[2021, 39], [2020, 32], [2024, 29], [2022, 23], [2023, 22], [2019, 20], [2018, 20], [2017, 19], [2016, 18], [2025, 16]]}"
